dataset,method,method_label,seed,run_id,sample_index,question,choices,prediction_text,parsed_answer,gold_answer,valid,correct,best_test_acc,final_test_acc,checkpoint_path
vqa_rad_closed,base,Base,44,base_zero_shot,0,Where is the opacity located?,"Right of the midline, superior to the right hilum | not shown | uncertain | other",A,A,A,True,True,,,
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,29,what is present?,chronic myelogenous leukemia | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,30,what is present?,vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,31,"does linear fracture in occiput show kidney, acute tubular necrosis?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,32,what is present?,external view typical appearance but no tissue recognizable as ovary | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,33,is adenocarcinoma present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,34,is plexiform lesion characteristic of advanced pulmonary hypertension seen in small arteries?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,35,is hematologic present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,36,is adrenal present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,37,what is present?,papillary intraductal adenocarcinoma | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,38,where is this in?,in vasculature | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,39,"are acute tubular epithelial cell injury with blebbing at the luminal pole, detachment of tubular cells from their underlying basement membranes, and granular present within the colon wall?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,40,is 70yof present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,41,does this image show thermal burned skin?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,42,does myoma lesion show epulis fissuratum?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,43,where is this from?,female reproductive system | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,44,is intraductal papillomatosis with apocrine metaplasia present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,45,is varices present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,46,what is present?,cardiovascular | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,47,where is this?,oral | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,48,is a barely seen vascular mass extruding from occipital region of skull arms and legs present?,yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,49,"did early (reversible) ischemic injury increase eosinophilia of cytoplasm, and swelling of occasional cells?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,50,"does endocrine show esohagus, candida?",yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,51,what is present?,oral | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,52,where is this?,pancreas | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,53,what does this image show?,body on autopsy table lesion that supposedly predicts premature coronary disease is easily seen | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,54,is malignant lymphoma present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,55,what induced discoloration?,tetracycline | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,56,"does lymphangiomatosis show cervix, squamous metaplasia?",yes | no |  | ,B,B,B,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,57,does this image show excellent invasive tumor with marked desmoplastic reaction?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,58,is this typical lesion present?,yes | no |  | ,A,A,B,True,False,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,59,what does this image show?,opened chest with breast plate removed easily seen air bubbles | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,60,"does this image show lung fibrosis, scleroderma?",yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,61,are foci of metaplastic squamous epithelium seen at other places?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,62,what is there?,moderate microcytosis and hypochromia | not shown | uncertain | other,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
path_vqa_closed,sync_fedavg,Sync,44,sync_fedavg_path_vqa_closed_20260602_023612,63,is vasculature present?,yes | no |  | ,A,A,A,True,True,0.75,0.75,checkpoints/sync_fedavg_path_vqa_closed_20260602_023612_best.pt
